,id,url,tweet_text,author_handle,datetime_posted,language,scraped_at
6,1.645251020727939e+18,https://twitter.com/hirox246/status/1645251020727939076,"・「子どもが生まれたら1000万円支給」で少子化は解決!?
という提案は、4年前の2019年に出した本に書いてた事ですが、わりと広まってきた昨今です。
自民党の和田政宗議員や、港区議員選挙に出る、さいき陽平さんが、公約にしてたりする様子。
https://amazon.co.jp/dp/4800316499/ref=cm_sw_r_as_gl_api_gl_i_PAMM9W9TXER3PG9J9MBG?linkCode=ml2&tag=2ch00-22…",hirox246,2023-04-10T02:23:05.000Z,ja,2023-04-10 12:04
4,1.6451943920457807e+18,https://twitter.com/HannesStaerk/status/1645194392045780992,"Tomorrow (Monday), @SoojungYang2 from @RGBLabMIT will present her paper ""Chemically Transferable Generative Backmapping of Coarse-Grained Proteins"" https://arxiv.org/abs/2303.01569

Coarse graining 

Join us on Zoom at 11am EDT / 5pm CET: https://m2d2.io/talks/logg/about/…",HannesStaerk,2023-04-09T22:38:03.000Z,en,2023-04-10 12:04
5,1.6453899594724844e+18,https://twitter.com/GaijinMommy/status/1645389959472484352,"I could never be a tour guide because every time I take someone to Eitaibashi I invariably start taking about that festival in 1807 when it got overcrowded, collapsed, and everyone fell to their deaths. And that’s not even getting started on the Kanto Daishinsai…",GaijinMommy,2023-04-10T11:35:10.000Z,en,2023-04-10 12:04
3,1.6453291627380572e+18,https://twitter.com/nhk_news/status/1645329162738057218,"やさしいにほんごでニュースをつたえています。
「『闇バイトをしないように気をつけて』警察が大学生に話す」
#NEWSWEBEASY

こちらのページでよむことができます
https://www3.nhk.or.jp/news/easy/",nhk_news,2023-04-10T07:33:35.000Z,ja,2023-04-10 12:04
4,1.64518808918528e+18,https://twitter.com/AndyMasley/status/1645188089185280001,"Since World War 2, there have been just 2 events which caused a significant blip on the global death rate: the Great Leap Forward, and COVID",AndyMasley,2023-04-09T22:13:01.000Z,en,2023-04-10 12:04
3,1.645150205443031e+18,https://twitter.com/etiennejcb/status/1645150205443031043,Collab with @Yann_LeGall,etiennejcb,2023-04-09T19:42:29.000Z,en,2023-04-10 12:04
4,1.645273862387409e+18,https://twitter.com/nhk_news/status/1645273862387408896,"やさしいにほんごでニュースをつたえています。
「2025年の大阪・関西万博　会場は全部キャッシュレス」
#NEWSWEBEASY

こちらのページでよむことができます
https://www3.nhk.or.jp/news/easy/",nhk_news,2023-04-10T03:53:51.000Z,ja,2023-04-10 12:04
5,1.6451720875927306e+18,https://twitter.com/Quant_Girl/status/1645172087592730625,"Geometric Brownian Motion #simulations

dX_t =\mu X_t dt + \sigma X_t dW_t  

Can you guess the value of \mu and \sigma?

Plot made with the #aleatory package powered by @matplotlib 
#Probability #dataviz #ChartOfTheDay #Mathematics #programming",Quant_Girl,2023-04-09T21:09:26.000Z,en,2023-04-10 12:04
4,1.6453724034329477e+18,https://twitter.com/AlfieJapanorama/status/1645372403432947713,"Detail of the main hall at Kyoto International Conference centre, Sachio Ōtani (1924-2013). 

Was there last week as part of a private photo tour I was doing for three from Germany. 

More at http://alfie.photography
#kyoto #japan #architecture #photography",AlfieJapanorama,2023-04-10T10:25:25.000Z,en,2023-04-10 12:04
6,1.645257284573094e+18,https://twitter.com/T_IPPONGP/status/1645257284573093888,"IPPON！

#IPPONリスト",T_IPPONGP,2023-04-10T02:47:58.000Z,en,2023-04-10 12:04
3,1.6453496858952827e+18,https://twitter.com/SamuelGWalters/status/1645349685895282688,"It is well-known that the group of all 2 × 2 integer matrices with determinant 1 -- denoted SL(2,ℤ) -- can only have finite order matrices of orders 2, 3, 4, and 6. Here's a theorem I work out for the bigger group SL(4,ℤ) of 4 × 4's. #math #algebra",SamuelGWalters,2023-04-10T08:55:08.000Z,en,2023-04-10 12:04
4,1.645361872139612e+18,https://twitter.com/T_IPPONGP/status/1645361872139612160,"IPPON！

#IPPONリスト",T_IPPONGP,2023-04-10T09:43:34.000Z,en,2023-04-10 12:04
5,1.6452735238486303e+18,https://twitter.com/GearoidReidy/status/1645273523848630273,,GearoidReidy,2023-04-10T03:52:30.000Z,,2023-04-10 12:04
3,1.6452245662126735e+18,https://twitter.com/shoko_oda/status/1645224566212673536,"日本銀行で戦後初の学者出身となる植田和男総裁が９日に就任し、新生日銀がスタートした。

・海外経済減速と金融不安に懸念、副作用を軽減しつつ緩和継続が課題
・ＹＣＣの取り扱い焦点に、長期金利は再び日銀上限0.5％へ迫る動き",shoko_oda,2023-04-10T00:37:58.000Z,ja,2023-04-10 12:04
4,1.6452938286420582e+18,https://twitter.com/FrnkNlsn/status/1645293828642058240,"When two symmetric positive-definite matrices I and V are such that I ⪰ V^{-1},  build a random vector X so that I is the Fisher information of X and V its covariance matrix. 
Realize the Cramer-Rao lower bound for any V⪰I^{-1}
https://sciencedirect.com/science/article/abs/pii/S0167715298001783…
https://arxiv.org/abs/1301.3578",FrnkNlsn,2023-04-10T05:13:11.000Z,en,2023-04-10 12:04
5,1.645259801327448e+18,https://twitter.com/nikkei/status/1645259801327448065,技能実習制度「廃止」提言へ　政府有識者会議,nikkei,2023-04-10T02:57:58.000Z,ja,2023-04-10 12:04
3,1.6451943305153126e+18,https://twitter.com/motokorich/status/1645194330515312640,Getting warm enough to warrant short sleeves. Analog NHK weather report at its best,motokorich,2023-04-09T22:37:49.000Z,en,2023-04-10 12:04
4,1.6453548575646228e+18,https://twitter.com/tokyo_gone/status/1645354857564622848,"Receiving a lot of comment about the power lines running above the city are just making the overall looking pretty bad. But I personally feel this is all the beautiful of Japan, something you almost won’t see anywhere else",tokyo_gone,2023-04-10T09:15:41.000Z,en,2023-04-10 12:04
5,1.6453720470932685e+18,https://twitter.com/HOUSEPORN___/status/1645372047093268483,,HOUSEPORN___,2023-04-10T10:24:00.000Z,,2023-04-10 12:04
3,1.6454280263421007e+18,https://twitter.com/EyePatchWolf/status/1645428026342100992,"my villains in wrestling video is (finally) back up.

Hard to say how long, WWE is a nightmare with this stuff, but for the moment, enjoy:",EyePatchWolf,2023-04-10T14:06:26.000Z,en,2023-04-10 12:04
4,1.645234718198362e+18,https://twitter.com/maxhodak_/status/1645234718198362113,"i’m at a chatgpt plugins hackathon this weekend and it is just a constant stream of

they did what

it’s so on",maxhodak_,2023-04-10T01:18:18.000Z,en,2023-04-10 12:04
5,1.6454337228234875e+18,https://twitter.com/CatWorkers/status/1645433722823487490,,CatWorkers,2023-04-10T14:29:04.000Z,,2023-04-10 12:04
6,1.6451164305709875e+18,https://twitter.com/mtst/status/1645116430570987520,"Para quem comemora, feliz Páscoa, data que homenageia não apenas ""um militante por direitos humanos"", mas um militante que ajudou a organizar o povo contra os poderosos de seu tempo em busca da igualdade social e do companheirismo.",mtst,2023-04-09T17:28:16.000Z,pt,2023-04-10 12:04
3,1.6451815387938406e+18,https://twitter.com/timsoret/status/1645181538793840641,Cool visualization showing why black holes look the way they do.,timsoret,2023-04-09T21:46:59.000Z,en,2023-04-10 12:04
4,1.6451973933177487e+18,https://twitter.com/karyn_nishi/status/1645197393317748737,"知事選で当選した方々は自民党、公明党及び立憲民主党の推薦をもらった候補者が多いような気がする。その人たち以外の選択肢はあったが少なかったみたい。政策が異なるのに立憲民主党が自民党と同じ候補を推薦するのはなぜでしょうか。
私の理解が正しくないのか？",karyn_nishi,2023-04-09T22:49:59.000Z,ja,2023-04-10 12:04
5,1.6454262544582656e+18,https://twitter.com/youthmappers/status/1645426254458265601,"Blog Post
'Ensure availability and sustainable management of water and sanitation for all'- SDG 6

@HajiFawaz describes how @Makerere University's #YouthMappers are supporting underserved refugee communities by mapping WASH facilities.",youthmappers,2023-04-10T13:59:24.000Z,en,2023-04-10 12:04
3,1.6454169615122268e+18,https://twitter.com/felipeneto/status/1645416961512226816,"Nenhum BBB jamais terá outro fenômeno como a Juliette.

Nenhum terá um jogador melhor q Gilberto.

Nenhum terá uma vilã mais icônica q Karol Conká.

Ou um barraco como o do Lucas Penteado. Ou memes como Fiuk, Lumena, Caio e Pocah.

BBB 21 nunca será superado.",felipeneto,2023-04-10T13:22:28.000Z,pt,2023-04-10 12:04
4,1.6454014987534008e+18,https://twitter.com/FreyaHolmer/status/1645401498753400833,I wish valve was a real company so that we'd have source as a competing engine in the market with unreal and unity,FreyaHolmer,2023-04-10T12:21:02.000Z,en,2023-04-10 12:04
5,1.645379310403072e+18,https://twitter.com/UnseenJapanSite/status/1645379310403072001,If you walk through Kabukicho there’s a blaring announcement (in JP) warning visitors of a matching (dating) app scam. It’s not working very well: police just arrested 16 people for deceiving five men through the increasingly common ruse.,UnseenJapanSite,2023-04-10T10:52:51.000Z,en,2023-04-10 12:04
6,1.645442432178299e+18,https://twitter.com/NetflixBrasil/status/1645442432178298880,"É ELAAA! Jennifer Lopez é mãe, é assassina, é vingativa. A Mãe chega dia 12 de maio!",NetflixBrasil,2023-04-10T15:03:41.000Z,pt,2023-04-10 12:04
3,1.6454018230486095e+18,https://twitter.com/CatWorkers/status/1645401823048609794,She’s on break.,CatWorkers,2023-04-10T12:22:19.000Z,en,2023-04-10 12:04
4,1.6452410155304015e+18,https://twitter.com/StatMLPapers/status/1645241015530401794,Representer Theorems for Metric and Preference Learning: A Geometric Perspective. (arXiv:2304.03720v1 [cs.LG]),StatMLPapers,2023-04-10T01:43:19.000Z,en,2023-04-10 12:04
5,1.645356364406096e+18,https://twitter.com/CacheThatCheque/status/1645356364406095874,"I prefer Japan more to the US. That surprises some people, but I have few ties to the US these days. Parents are retired and I also no longer have friends or contacts in the US. I think it’s also about preferences: middle class living standards also feel better in Japan",CacheThatCheque,2023-04-10T09:21:41.000Z,en,2023-04-10 12:04
6,1.6454292555837112e+18,https://twitter.com/jt_mag_os/status/1645429255583711233,Justice Ministry panel backs abolishing Japan's problematic foreign trainee program. I tweaked the headline. Problematic doesn’t really sum it up though.,jt_mag_os,2023-04-10T14:11:19.000Z,en,2023-04-10 12:04
4,1.6453406696349164e+18,https://twitter.com/buitengebieden/status/1645340669634916352,Wrong neighborhood..,buitengebieden,2023-04-10T08:19:19.000Z,en,2023-04-10 12:04
5,1.6454045903623127e+18,https://twitter.com/Dadsaysjokes/status/1645404590362312705,"My wife told me I’ve grown as a person. 

Her actual word were “you’ve gotten fat”, but I know what she meant.",Dadsaysjokes,2023-04-10T12:33:19.000Z,en,2023-04-10 12:04
6,1.6453820748267315e+18,https://twitter.com/PyConDE/status/1645382074826731520,Sponsors help us to make our conference happen. Thanks to our sponsor eBay Kleinanzeigen and http://mobile.de,PyConDE,2023-04-10T11:03:51.000Z,en,2023-04-10 12:04
3,1.6454339775602606e+18,https://twitter.com/amyegallo/status/1645433977560260610,"POC are unfairly judged on their leadership style — and this gender and racial bias significantly hinders their career advancement.  

@RosalindChow explains who should be defending colleagues in this important @HarvardBiz article: https://hbr.org/2023/02/dont-just-sponsor-women-and-people-of-color-defend-them…",amyegallo,2023-04-10T14:30:05.000Z,en,2023-04-10 12:04
4,1.6453886599722555e+18,https://twitter.com/hotosm/status/1645388659972255745,"Attending #SkollWF in Oxford on 12 April?

Join @RebeccaFirthy, @mnnthiga, and @AngieNicoleOD at their @marmalade_io session to talk about incorporating local voices into climate resilience to shift power towards those most affected.
Read more/RSVP: https://eventbrite.co.uk/e/centering-community-voices-in-climate-resilience-activities-tickets-575686392497…",hotosm,2023-04-10T11:30:01.000Z,en,2023-04-10 12:04
5,1.6453991826083103e+18,https://twitter.com/japantimes/status/1645399182608310274,Smell something good wafting from a shop in Tokyo’s Hiroo neighborhood? That’s probably because Kristina Ganea has something delicious in the oven.,japantimes,2023-04-10T12:11:49.000Z,en,2023-04-10 12:04
6,1.6454071916695388e+18,https://twitter.com/japantimes/status/1645407191669538819,"Whale sharks see in pitch-black ocean depths due to a mutation in their retinas that causes night blindness in humans, according to Japanese researchers.",japantimes,2023-04-10T12:43:39.000Z,en,2023-04-10 12:04
4,1.6454006112050217e+18,https://twitter.com/DisneyPlus/status/1645400611205021698,"Just released at #StarWarsCelebration: Watch the new trailer for #StarWarsVisions Volume 2, featuring nine new shorts from nine celebrated animation studios from across the globe.

Streaming May 4 on #DisneyPlus.",DisneyPlus,2023-04-10T12:17:30.000Z,en,2023-04-10 12:04
5,1.6454125127734067e+18,https://twitter.com/Theholisticpsyc/status/1645412512773406721,"You're going to start a new workout, launch that project, or create a new habit. Then you get stuck in your mind and tell yourself you'll start tomorrow. 

It's an endless cycle of beating yourself up.

How to get out of analysis paralysis:",Theholisticpsyc,2023-04-10T13:04:47.000Z,en,2023-04-10 12:04
6,1.6454125459587564e+18,https://twitter.com/Theholisticpsyc/status/1645412545958756353,Bookmark this post. Use this method and tag me to let me know how your progress is going.,Theholisticpsyc,2023-04-10T13:04:55.000Z,en,2023-04-10 12:04
7,1.645412547720274e+18,https://twitter.com/Theholisticpsyc/status/1645412547720273920,"I used this to change my own life and will be sending out how I did it step by step to all waitlist members tonight.

Join the waitlist here:
https://selfhealerscircle.com/waitlist/",Theholisticpsyc,2023-04-10T13:04:56.000Z,en,2023-04-10 12:04
4,1.6451552697339249e+18,https://twitter.com/RinRinYikes/status/1645155269733924864,,RinRinYikes,2023-04-09T20:02:36.000Z,,2023-04-10 12:04
6,1.6452736993467023e+18,https://twitter.com/harryshum/status/1645273699346702337,"Check out Grounded-Segment-Anything by my students and colleagues: automatically Detect, Segment and Generate anything with image and text Inputs. Edge segmentation can be further improved.",harryshum,2023-04-10T03:53:12.000Z,en,2023-04-10 12:04
3,1.6454211819931238e+18,https://twitter.com/DisneyPlus/status/1645421181993123841,"Nine new shorts. Nine global animation studios.

#StarWarsVisions Volume 2 streaming May 4 on #DisneyPlus.",DisneyPlus,2023-04-10T13:39:14.000Z,en,2023-04-10 12:04
4,1.6454420230699745e+18,https://twitter.com/googlearts/status/1645442023069974529,"Discover 6 paintings that define Ben Nicholson, a British Modernist painter who was born #OnThisDay in 1894 
https://goo.gle/3zITTrf 

“1946 (Still Life)”
 #BenNicholson
 1946
 @A_C_Collection",googlearts,2023-04-10T15:02:03.000Z,en,2023-04-10 12:04
5,1.645432483083608e+18,https://twitter.com/japantimes/status/1645432483083608064,"Performing arts in the Yanbaru region of northern Okinawa Prefecture have been endangered due to depopulation and lifestyle changes, and three years of COVID-19 has delivered yet another blow.",japantimes,2023-04-10T14:24:09.000Z,en,2023-04-10 12:04
3,1.6453937448190031e+18,https://twitter.com/japantimes/status/1645393744819003393,"AI can now do all the things photographers used to labor over — tweaking the lighting, blurring backgrounds — without the user ever knowing. It can also transform backgrounds or wipe away people from the image entirely.",japantimes,2023-04-10T11:50:13.000Z,en,2023-04-10 12:04
4,1.6454156058586276e+18,https://twitter.com/japantimes/status/1645415605858627587,"Despite growing speculation that the Bank of Japan will shift from its decadelong aggressive easing after its leadership change, new Gov. Kazuo Ueda has reiterated the importance of maintaining the monetary stimulus.",japantimes,2023-04-10T13:17:05.000Z,en,2023-04-10 12:04
5,1.645438044231594e+18,https://twitter.com/japantimes/status/1645438044231593986,"Four upcoming Lower House by-elections are expected to serve as a crucial barometer for Prime Minister Kishida and the ruling Liberal Democratic party, possibly determining whether a snap election is called.",japantimes,2023-04-10T14:46:15.000Z,en,2023-04-10 12:04
0,1645336504007380992,https://twitter.com/ellen_koenig/status/1645336504007380992,A blog post that changed my approach to public speaking anxiety and led me on a path to eventually overcome it: https://christianbarra.com/posts/how-to-deal-with-self-limiting-thought-before-a-talk/… by @christianbarra,ellen_koenig,2023-04-10T08:02:46.000Z,en,2023-04-10 12:08
1,1645386174632976384,https://twitter.com/SaScala/status/1645386174632976384,"Gestern die Zucchini-Sämlinge umgetopft, alles draußen stehen lassen. Alle erfroren, war wohl doch noch etwas kälter, als ich annahm, im Wetterbericht stand was von 3°C.",SaScala,2023-04-10T11:20:08.000Z,de,2023-04-10 12:08
2,1645410999313350656,https://twitter.com/ellen_koenig/status/1645410999313350656,,ellen_koenig,2023-04-10T12:58:47.000Z,qme,2023-04-10 12:08
3,,,"Com o nosso app você acompanha seu saldo, seus investimentos, realiza transações e até marca de tomar um cafezinho com o seu gerente. Bom demais, né?",personnalite,,pt,2023-04-10 12:08
4,1645415605858627587,https://twitter.com/japantimes/status/1645415605858627587,"Despite growing speculation that the Bank of Japan will shift from its decadelong aggressive easing after its leadership change, new Gov. Kazuo Ueda has reiterated the importance of maintaining the monetary stimulus.",japantimes,2023-04-10T13:17:05.000Z,en,2023-04-10 12:08
5,1645372114852093953,https://twitter.com/japantimes/status/1645372114852093953,Japan Display will team up with China's HKC to cooperate on next-generation technology for displays as the Apple supplier looks to turn around its struggling business.,japantimes,2023-04-10T10:24:16.000Z,en,2023-04-10 12:08
6,1645424120883019777,https://twitter.com/japantimes/status/1645424120883019777,"North Korea appears to be purposefully cutting a communication link with South Korea, denouncing its neighbor as a ""puppet traitor” for holding military drills with the U.S.",japantimes,2023-04-10T13:50:55.000Z,en,2023-04-10 12:08
7,1645441508642889728,https://twitter.com/BrilliantMaps/status/1645441508642889728,These 36 Countries Don't Recognize Israel -,BrilliantMaps,2023-04-10T15:00:01.000Z,en,2023-04-10 12:08
5,1645393744819003393,https://twitter.com/japantimes/status/1645393744819003393,"AI can now do all the things photographers used to labor over — tweaking the lighting, blurring backgrounds — without the user ever knowing. It can also transform backgrounds or wipe away people from the image entirely.",japantimes,2023-04-10T11:50:13.000Z,en,2023-04-10 12:08
6,1645418266813165568,https://twitter.com/japantimes/status/1645418266813165568,"The Chinese military on Monday ended three days of exercises around Taiwan that saw it conduct air and sea blockade training and simulated strikes by warplanes carrying live ammunition under ""actual combat conditions.""",japantimes,2023-04-10T13:27:39.000Z,en,2023-04-10 12:08
3,1645412693183016967,https://twitter.com/japantimes/status/1645412693183016967,"The St. Louis Cardinals, who went 2-4 in their opening homestand, will be eager to welcome back Lars Nootbaar and the energy and enthusiasm he displayed in helping Japan win last month's World Baseball Classic. | via @nytimes",japantimes,2023-04-10T13:05:31.000Z,en,2023-04-10 12:08
4,1645355153870995457,https://twitter.com/japantimes/status/1645355153870995457,"Highly classified military and intelligence documents that appeared online, with details ranging from Ukraine’s air defenses to Israel’s Mossad spy agency, have U.S. officials scrambling to identify the leak’s source.",japantimes,2023-04-10T09:16:52.000Z,en,2023-04-10 12:08
5,1645421216319041536,https://twitter.com/japantimes/status/1645421216319041536,Top-down climate projects in areas affected by warming or extreme weather often cause problems if locals are kept in the dark. That's why Kenya is taking a community-first approach.,japantimes,2023-04-10T13:39:23.000Z,en,2023-04-10 12:08
3,1645438044231593986,https://twitter.com/japantimes/status/1645438044231593986,"Four upcoming Lower House by-elections are expected to serve as a crucial barometer for Prime Minister Kishida and the ruling Liberal Democratic party, possibly determining whether a snap election is called.",japantimes,2023-04-10T14:46:15.000Z,en,2023-04-10 12:08
4,1645365842505334784,https://twitter.com/slashML/status/1645365842505334784,Simple Questions Thread #simplequestions,slashML,2023-04-10T09:59:20.000Z,en,2023-04-10 12:08
5,1645441556197908480,https://twitter.com/japantimes/status/1645441556197908480,Nagoya police are looking into a possible connection between a murder and an apparent suicide at a station on Saturday evening.,japantimes,2023-04-10T15:00:12.000Z,en,2023-04-10 12:08
6,1645429450039865350,https://twitter.com/japantimes/status/1645429450039865350,"As regulators ramp up scrutiny surrounding greenwashing globally, South Korea has broken ground as the first country in Asia to seek to hand out fines for false environmental claims in advertising.",japantimes,2023-04-10T14:12:06.000Z,en,2023-04-10 12:08
4,1645386273824047105,https://twitter.com/japantimes/status/1645386273824047105,The rebukes came after overseas researchers discovered sequences that had not been previously shared. | via @nytimes,japantimes,2023-04-10T11:20:32.000Z,en,2023-04-10 12:08
5,1645365076348526592,https://twitter.com/japantimes/status/1645365076348526592,"Roger Pulvers writes about his relationship with the late musician, recalling the time he introduced Sakamoto to David Bowie.",japantimes,2023-04-10T09:56:18.000Z,en,2023-04-10 12:08
6,1645361925440655360,https://twitter.com/japantimes/status/1645361925440655360,"First, he lost his child in Seoul's Halloween crowd crush. Then came a torrent of online abuse, upending his family's once-private life and making him a target of mockery.",japantimes,2023-04-10T09:43:47.000Z,en,2023-04-10 12:08
3,1645379239959576576,https://twitter.com/japantimes/status/1645379239959576576,"As Bangladesh's fast-growing economy has shifted to rely more on imported fuels, volatility stemming from Russia's invasion of Ukraine has caused a gas supply crunch and power outages.",japantimes,2023-04-10T10:52:35.000Z,en,2023-04-10 12:08
4,1645358267462303744,https://twitter.com/japantimes/status/1645358267462303744,Are you ready to hike three hours for the best soak of your life?,japantimes,2023-04-10T09:29:14.000Z,en,2023-04-10 12:08
5,1645426903619100673,https://twitter.com/japantimes/status/1645426903619100673,"Tsuru Motomura, a survivor of the Himeyuri student nurse corps during the Battle of Okinawa in the final phase of World War II, died of natural causes on Friday. She was 97.",japantimes,2023-04-10T14:01:59.000Z,en,2023-04-10 12:08
6,1645396992078610432,https://twitter.com/googlearts/status/1645396992078610432,"This week’s #artworkoftheday is all about vintage style

“Bahsir”
 #BarkleyLHendricks
 1975
 @nashermuseum
https://goo.gle/3zIQEQB",googlearts,2023-04-10T12:03:07.000Z,en,2023-04-10 12:08
4,1645364431470333952,https://twitter.com/Moteru_BossDNA/status/1645364431470333952,"【問題】

空欄を埋めて下さい。",Moteru_BossDNA,2023-04-10T09:53:44.000Z,ja,2023-04-10 12:08
5,1645352919217106944,https://twitter.com/nhk_yu5/status/1645352919217106944,"さばいどる #かほなん さんが
身近なモノでの #防災対策 を紹介  

今回は #災害 時に役立つ #車内の備え 
備える内容は家族構成などで違います  
家族で話し合ってね  

かほなんさんのスタジオ出演シーン 
https://plus.nhk.jp/watch/st/g1_2023041034187?t=2171…　
#防災 #地震 #南海トラフ地震　#ゆう5時",nhk_yu5,2023-04-10T09:07:59.000Z,ja,2023-04-10 12:08
3,1645380428658819073,https://twitter.com/starwars/status/1645380428658819073,"Just announced at #StarWarsCelebration:

@StarWars: #TheBadBatch will return for a third and final season on @DisneyPlus in 2024.",starwars,2023-04-10T10:57:18.000Z,en,2023-04-10 12:08
4,1645137414489272320,https://twitter.com/Schaffrillas/status/1645137414489272320,Anyone who tweets like this deserves to get stuffed in a locker tbh,Schaffrillas,2023-04-09T18:51:39.000Z,en,2023-04-10 12:08
5,1645441211505815552,https://twitter.com/ThomasStoeckert/status/1645441211505815552,"The cats are enjoying existing in a right-handed, z-up coordinate system.

Going to use this gizmo at work to help with explaining coordinate systems to attraction designers.

(Gizmo by @FreyaHolmer)",ThomasStoeckert,2023-04-10T14:58:50.000Z,en,2023-04-10 12:08
3,1645238473841053697,https://twitter.com/profjonny/status/1645238473841053697,"Japan's excess deaths appear to be catching up with Sweden rapidly.

A big share of this is covid & a big share isn't covid. Sweden excess is low for an early-infection country, Japan is high for a late-infection country.",profjonny,2023-04-10T01:33:13.000Z,en,2023-04-10 12:08
4,1644898775679537152,https://twitter.com/ILJames/status/1644898775679537152,"In the 50 years I’ve lived on the West Coast of New Zealand I’ve never seen so many blue mushrooms. (Werewere-kōkako, Entoloma hochstetteri) Could it be the absence of rats at Okarito or the dry summer ? #ZIP #Okarito",ILJames,2023-04-09T03:03:23.000Z,en,2023-04-10 12:08
3,1645150561728118785,https://twitter.com/kchonyc/status/1645150561728118785,this is how some of us at #ICML2023 feel like,kchonyc,2023-04-09T19:43:53.000Z,en,2023-04-10 12:08
4,1645382071202861058,https://twitter.com/PyConDE/status/1645382071202861058,Sponsors help us to make our conference happen. Thanks to our sponsor JetBrains,PyConDE,2023-04-10T11:03:50.000Z,en,2023-04-10 12:08
5,1645161459549106176,https://twitter.com/sophiamyang/status/1645161459549106176,"steps to building a question-answering PDF chatbot using @LangChainAI + @OpenAI  + @Panel_org + @huggingface. Thanks @hwchase17 @JamesABednar @PhilippJFR for the guidance and feedback. Check out my video: 
https://youtu.be/IvEh7A308FU",sophiamyang,2023-04-09T20:27:12.000Z,en,2023-04-10 12:08
6,1645301758988800000,https://twitter.com/PleaseBeGneiss/status/1645301758988800000,i think what impresses me so much is how elon makes us root for the landlord,PleaseBeGneiss,2023-04-10T05:44:42.000Z,en,2023-04-10 12:08
2,1645087226118774784,https://twitter.com/lanatomia/status/1645087226118774784,"hoje quando a gente vai no supermercado tem uma grande variedade de creme dental com as mais diversas funções e fica até difícil comprar sem saber muito sobre eles né? 

salva o fio de hoje que ele vai te ajudar na escolha do seu próximo creme dental na hora de ir ao mercado",lanatomia,2023-04-09T15:32:13.000Z,pt,2023-04-10 12:08
3,1645416961512226816,https://twitter.com/felipeneto/status/1645416961512226816,"Nenhum BBB jamais terá outro fenômeno como a Juliette.

Nenhum terá um jogador melhor q Gilberto.

Nenhum terá uma vilã mais icônica q Karol Conká.

Ou um barraco como o do Lucas Penteado. Ou memes como Fiuk, Lumena, Caio e Pocah.

BBB 21 nunca será superado.",felipeneto,2023-04-10T13:22:28.000Z,pt,2023-04-10 12:08
2,1645186887571714050,https://twitter.com/erinbiba/status/1645186887571714050,“Real fans would be in tears”,erinbiba,2023-04-09T22:08:14.000Z,en,2023-04-10 12:08
3,1645402409311563778,https://twitter.com/centralpolitcs/status/1645402409311563778,"Sob Lula, reservas internacionais aumentaram US$ 21,9 bilhões em 96 dias

As reservas internacionais do Brasil aumentaram US$ 21,972 bilhões (6,77%) até o dia 5, ou seja, quando se completou 96 dias de governo Lula, de acordo com dados do BC.",centralpolitcs,2023-04-10T12:24:39.000Z,pt,2023-04-10 12:08
4,1645379310403072001,https://twitter.com/UnseenJapanSite/status/1645379310403072001,If you walk through Kabukicho there’s a blaring announcement (in JP) warning visitors of a matching (dating) app scam. It’s not working very well: police just arrested 16 people for deceiving five men through the increasingly common ruse.,UnseenJapanSite,2023-04-10T10:52:51.000Z,en,2023-04-10 12:08
5,1645307567445245952,https://twitter.com/GMFarinella/status/1645307567445245952,"Andrej Karpathy has joined the ICVSS 2023 team!

https://karpathy.ai",GMFarinella,2023-04-10T06:07:47.000Z,en,2023-04-10 12:08
4,1645401823048609794,https://twitter.com/CatWorkers/status/1645401823048609794,She’s on break.,CatWorkers,2023-04-10T12:22:19.000Z,en,2023-04-10 12:08
5,1645429255583711233,https://twitter.com/jt_mag_os/status/1645429255583711233,Justice Ministry panel backs abolishing Japan's problematic foreign trainee program. I tweaked the headline. Problematic doesn’t really sum it up though.,jt_mag_os,2023-04-10T14:11:19.000Z,en,2023-04-10 12:08
6,1645404590362312705,https://twitter.com/Dadsaysjokes/status/1645404590362312705,"My wife told me I’ve grown as a person. 

Her actual word were “you’ve gotten fat”, but I know what she meant.",Dadsaysjokes,2023-04-10T12:33:19.000Z,en,2023-04-10 12:08
3,1645382074826731520,https://twitter.com/PyConDE/status/1645382074826731520,Sponsors help us to make our conference happen. Thanks to our sponsor eBay Kleinanzeigen and http://mobile.de,PyConDE,2023-04-10T11:03:51.000Z,en,2023-04-10 12:08
4,1645352531105808384,https://twitter.com/YiMaTweets/status/1645352531105808384,"Just arrived in Hong Kong and received a message saying that one talk I gave last Friday in Beijing had over 338,000 live audience! Yup, over 338 thousand, just crazy… This is the first time I gave a relatively nontechnical talk about Intelligence to general audiences…",YiMaTweets,2023-04-10T09:06:27.000Z,en,2023-04-10 12:08
5,1645442023069974529,https://twitter.com/googlearts/status/1645442023069974529,"Discover 6 paintings that define Ben Nicholson, a British Modernist painter who was born #OnThisDay in 1894 
https://goo.gle/3zITTrf 

“1946 (Still Life)”
 #BenNicholson
 1946
 @A_C_Collection",googlearts,2023-04-10T15:02:03.000Z,en,2023-04-10 12:08
6,1645412512773406721,https://twitter.com/Theholisticpsyc/status/1645412512773406721,"You're going to start a new workout, launch that project, or create a new habit. Then you get stuck in your mind and tell yourself you'll start tomorrow. 

It's an endless cycle of beating yourself up.

How to get out of analysis paralysis:",Theholisticpsyc,2023-04-10T13:04:47.000Z,en,2023-04-10 12:08
